,Title,Topic,Date,File Link,download_loc
2494,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
2495,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
2496,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
2497,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
2498,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
2499,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
2500,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
2501,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
2502,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
2503,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
2504,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
2505,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
2506,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
2507,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
2508,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
2509,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
2510,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
2511,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
2512,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
2513,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
2514,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
2515,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
2516,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
2517,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
2518,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
2519,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
2520,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
2521,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
2522,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
2523,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
2524,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
2525,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
2526,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
2527,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
2528,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
2529,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
2530,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
2531,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
2532,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
2533,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
2534,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
2535,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
2536,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
2537,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
2538,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
2539,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
2540,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
2541,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
2542,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
2543,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
2544,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
2545,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
2546,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
2547,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
2548,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
2549,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
2550,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
2551,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
2552,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
2553,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
2554,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
2555,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
2556,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
2557,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
2558,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
2559,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
2560,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
2561,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
2562,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
2563,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
2564,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
2565,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
2566,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
2567,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
2568,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
2569,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
2570,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
2571,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
2572,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
2573,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
2574,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
2575,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
2576,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
2577,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
2578,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
2579,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
2580,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
2581,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
2582,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
2583,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
2584,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
2585,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
2586,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
2587,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
2588,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
2589,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
2590,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
2591,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
2592,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
2593,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
2594,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
2595,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
2596,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
2597,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
2598,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
2599,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
2600,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
2601,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
2602,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
2603,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
2604,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
2605,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
2606,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
2607,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
2608,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
2609,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
2610,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
2611,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
2612,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
2613,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
2614,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
2615,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
2616,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
2617,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
2618,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
2619,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
2620,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
2621,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
2622,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
2623,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
2624,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
2625,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
2626,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
2627,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
2628,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
